text,token_ids,label
did you like it ?,73 24 96 17 80,0
she did not enjoy it,27 73 21 1784 17,-1
i like that,5552 96 15,1
she enjoy this,27 1784 49,1
why were we enjoy ?,305 48 70 1784 80,0
how do you love ?,110 81 24 194 80,0
are she enjoy it ?,66 27 1784 17 80,0
they enjoy that,45 1784 15,1
i does not enjoy that,5552 312 21 1784 15,-1
you like it,24 96 17,1
they does not enjoy it,45 312 21 1784 17,-1
i is not like that,5552 34 21 96 15,-1
you are not like this,24 66 21 96 49,-1
i love that,5552 194 15,1
we like this,70 96 49,1
why did he love ?,305 73 16 194 80,0
is you love that ?,34 24 194 15 80,0
how did you enjoy ?,110 73 24 1784 80,0
we like this,70 96 49,1
are they love that ?,66 45 194 15 80,0
they did not love this,45 73 21 194 49,-1
he enjoy it,16 1784 17,1
he enjoy this,16 1784 49,1
was he love that ?,14 16 194 15 80,0
what are we like ?,55 66 70 96 80,0
we like this,70 96 49,1
i were not enjoy it,5552 48 21 1784 17,-1
they were not love that,45 48 21 194 15,-1
how are they love ?,110 66 45 194 80,0
we do not love it,70 81 21 194 17,-1
are we love this ?,66 70 194 49 80,0
does i love that ?,312 5552 194 15 80,0
he was not love this,16 14 21 194 49,-1
you enjoy that,24 1784 15,1
i were not love that,5552 48 21 194 15,-1
they did not enjoy this,45 73 21 1784 49,-1
were you love it ?,48 24 194 17 80,0
do we love this ?,81 70 194 49 80,0
we enjoy it,70 1784 17,1
are i enjoy that ?,66 5552 1784 15 80,0
they was not love that,45 14 21 194 15,-1
he was not like that,16 14 21 96 15,-1
what do they love ?,55 81 45 194 80,0
they is not like this,45 34 21 96 49,-1
how is i enjoy ?,110 34 5552 1784 80,0
do i like it ?,81 5552 96 17 80,0
why was they enjoy ?,305 14 45 1784 80,0
why are we enjoy ?,305 66 70 1784 80,0
we like that,70 96 15,1
how did i like ?,110 73 5552 96 80,0
what are we like ?,55 66 70 96 80,0
you did not love this,24 73 21 194 49,-1
we did not enjoy it,70 73 21 1784 17,-1
i is not enjoy this,5552 34 21 1784 49,-1
why was he like ?,305 14 16 96 80,0
i does not like this,5552 312 21 96 49,-1
she enjoy that,27 1784 15,1
she were not love that,27 48 21 194 15,-1
i like this,5552 96 49,1
how was i like ?,110 14 5552 96 80,0
they is not like it,45 34 21 96 17,-1
is he love it ?,34 16 194 17 80,0
i enjoy this,5552 1784 49,1
you love this,24 194 49,1
why is we love ?,305 34 70 194 80,0
do i like that ?,81 5552 96 15 80,0
she do not love it,27 81 21 194 17,-1
they do not enjoy that,45 81 21 1784 15,-1
does she like it ?,312 27 96 17 80,0
he did not enjoy that,16 73 21 1784 15,-1
why do he enjoy ?,305 81 16 1784 80,0
were he like it ?,48 16 96 17 80,0
did she like that ?,73 27 96 15 80,0
you does not enjoy this,24 312 21 1784 49,-1
i is not like that,5552 34 21 96 15,-1
you enjoy it,24 1784 17,1
you are not love that,24 66 21 194 15,-1
we is not like that,70 34 21 96 15,-1
i like it,5552 96 17,1
i love it,5552 194 17,1
do we like this ?,81 70 96 49 80,0
is she enjoy this ?,34 27 1784 49 80,0
you love that,24 194 15,1
you did not enjoy that,24 73 21 1784 15,-1
i are not love it,5552 66 21 194 17,-1
was he like that ?,14 16 96 15 80,0
they does not love this,45 312 21 194 49,-1
he enjoy that,16 1784 15,1
we love that,70 194 15,1
they like that,45 96 15,1
were he enjoy that ?,48 16 1784 15 80,0
you do not like it,24 81 21 96 17,-1
is we like it ?,34 70 96 17 80,0
why were they like ?,305 48 45 96 80,0
i did not love this,5552 73 21 194 49,-1
were you love that ?,48 24 194 15 80,0
we like that,70 96 15,1
they were not love that,45 48 21 194 15,-1
we love that,70 194 15,1
how is she enjoy ?,110 34 27 1784 80,0
how was they enjoy ?,110 14 45 1784 80,0
does she love this ?,312 27 194 49 80,0
how do we enjoy ?,110 81 70 1784 80,0
what was he love ?,55 14 16 194 80,0
what was you enjoy ?,55 14 24 1784 80,0
why was she enjoy ?,305 14 27 1784 80,0
we enjoy that,70 1784 15,1
you enjoy it,24 1784 17,1
they like it,45 96 17,1
how are you love ?,110 66 24 194 80,0
was you love that ?,14 24 194 15 80,0
why does you like ?,305 312 24 96 80,0
i were not enjoy this,5552 48 21 1784 49,-1
what did he like ?,55 73 16 96 80,0
are we love that ?,66 70 194 15 80,0
he like that,16 96 15,1
how does i love ?,110 312 5552 194 80,0
you love that,24 194 15,1
they were not like that,45 48 21 96 15,-1
we enjoy it,70 1784 17,1
did we enjoy that ?,73 70 1784 15 80,0
how do they love ?,110 81 45 194 80,0
you does not like this,24 312 21 96 49,-1
you does not love it,24 312 21 194 17,-1
she love this,27 194 49,1
how were she enjoy ?,110 48 27 1784 80,0
what were you like ?,55 48 24 96 80,0
they like it,45 96 17,1
we enjoy that,70 1784 15,1
we was not like that,70 14 21 96 15,-1
you is not love this,24 34 21 194 49,-1
i like it,5552 96 17,1
he love that,16 194 15,1
was they love this ?,14 45 194 49 80,0
she are not love it,27 66 21 194 17,-1
she love it,27 194 17,1
i like it,5552 96 17,1
you enjoy this,24 1784 49,1
how do you love ?,110 81 24 194 80,0
you are not like it,24 66 21 96 17,-1
they enjoy it,45 1784 17,1
is he enjoy this ?,34 16 1784 49 80,0
do we like it ?,81 70 96 17 80,0
she does not enjoy it,27 312 21 1784 17,-1
how are you enjoy ?,110 66 24 1784 80,0
you like that,24 96 15,1
are they enjoy this ?,66 45 1784 49 80,0
we is not enjoy it,70 34 21 1784 17,-1
he like it,16 96 17,1
are she like this ?,66 27 96 49 80,0
they enjoy this,45 1784 49,1
we do not enjoy it,70 81 21 1784 17,-1
you like this,24 96 49,1
he like that,16 96 15,1
do he enjoy that ?,81 16 1784 15 80,0
i love that,5552 194 15,1
they is not like this,45 34 21 96 49,-1
he are not enjoy it,16 66 21 1784 17,-1
why was she enjoy ?,305 14 27 1784 80,0
they enjoy it,45 1784 17,1
he like it,16 96 17,1
why are he enjoy ?,305 66 16 1784 80,0
does you enjoy that ?,312 24 1784 15 80,0
i like this,5552 96 49,1
how were i like ?,110 48 5552 96 80,0
what is you like ?,55 34 24 96 80,0
you enjoy it,24 1784 17,1
how were you like ?,110 48 24 96 80,0
he enjoy that,16 1784 15,1
they enjoy that,45 1784 15,1
we enjoy this,70 1784 49,1
we love that,70 194 15,1
how is we enjoy ?,110 34 70 1784 80,0
you is not love that,24 34 21 194 15,-1
she do not enjoy that,27 81 21 1784 15,-1
we did not like that,70 73 21 96 15,-1
i like that,5552 96 15,1
you is not love that,24 34 21 194 15,-1
is they love it ?,34 45 194 17 80,0
he does not love that,16 312 21 194 15,-1
does they enjoy that ?,312 45 1784 15 80,0
he love this,16 194 49,1
we like that,70 96 15,1
they love this,45 194 49,1
do they enjoy this ?,81 45 1784 49 80,0
they were not love this,45 48 21 194 49,-1
i do not love it,5552 81 21 194 17,-1
do we love this ?,81 70 194 49 80,0
why are she love ?,305 66 27 194 80,0
she love that,27 194 15,1
are they love that ?,66 45 194 15 80,0
she does not enjoy it,27 312 21 1784 17,-1
she enjoy it,27 1784 17,1
are he love it ?,66 16 194 17 80,0
we like it,70 96 17,1
did he like this ?,73 16 96 49 80,0
she did not enjoy it,27 73 21 1784 17,-1
how was i like ?,110 14 5552 96 80,0
how do he love ?,110 81 16 194 80,0
do she enjoy this ?,81 27 1784 49 80,0
they are not enjoy that,45 66 21 1784 15,-1
he love that,16 194 15,1
he was not love that,16 14 21 194 15,-1
he do not like this,16 81 21 96 49,-1
they love it,45 194 17,1
we love it,70 194 17,1
i was not like this,5552 14 21 96 49,-1
she do not love that,27 81 21 194 15,-1
i were not love this,5552 48 21 194 49,-1
we does not enjoy that,70 312 21 1784 15,-1
were we love it ?,48 70 194 17 80,0
they love that,45 194 15,1
why did he love ?,305 73 16 194 80,0
i like this,5552 96 49,1
did they enjoy it ?,73 45 1784 17 80,0
were she love this ?,48 27 194 49 80,0
we did not love that,70 73 21 194 15,-1
she like this,27 96 49,1
why is i enjoy ?,305 34 5552 1784 80,0
how are i like ?,110 66 5552 96 80,0
do i love that ?,81 5552 194 15 80,0
how are i like ?,110 66 5552 96 80,0
we like this,70 96 49,1
are i enjoy that ?,66 5552 1784 15 80,0
why did they like ?,305 73 45 96 80,0
were he enjoy that ?,48 16 1784 15 80,0
i love this,5552 194 49,1
we were not love it,70 48 21 194 17,-1
he was not enjoy this,16 14 21 1784 49,-1
i was not enjoy this,5552 14 21 1784 49,-1
how are they love ?,110 66 45 194 80,0
what was he like ?,55 14 16 96 80,0
i did not like that,5552 73 21 96 15,-1
did they like this ?,73 45 96 49 80,0
i love that,5552 194 15,1
what was you enjoy ?,55 14 24 1784 80,0
they love that,45 194 15,1
she was not enjoy it,27 14 21 1784 17,-1
they do not enjoy this,45 81 21 1784 49,-1
you does not love it,24 312 21 194 17,-1
she like that,27 96 15,1
you love this,24 194 49,1
you is not like this,24 34 21 96 49,-1
what is he enjoy ?,55 34 16 1784 80,0
what did i love ?,55 73 5552 194 80,0
she did not love this,27 73 21 194 49,-1
we love it,70 194 17,1
we did not like it,70 73 21 96 17,-1
you enjoy this,24 1784 49,1
why do i like ?,305 81 5552 96 80,0
did he love that ?,73 16 194 15 80,0
they enjoy that,45 1784 15,1
he love it,16 194 17,1
is we enjoy it ?,34 70 1784 17 80,0
are i like it ?,66 5552 96 17 80,0
how did he enjoy ?,110 73 16 1784 80,0
are you love that ?,66 24 194 15 80,0
was she enjoy that ?,14 27 1784 15 80,0
were i love this ?,48 5552 194 49 80,0
he is not like that,16 34 21 96 15,-1
why do i love ?,305 81 5552 194 80,0
we does not like this,70 312 21 96 49,-1
did they like this ?,73 45 96 49 80,0
she love it,27 194 17,1
did they enjoy that ?,73 45 1784 15 80,0
he like it,16 96 17,1
we love it,70 194 17,1
we was not like it,70 14 21 96 17,-1
they love that,45 194 15,1
what is i enjoy ?,55 34 5552 1784 80,0
were we like this ?,48 70 96 49 80,0
he was not like it,16 14 21 96 17,-1
are i like that ?,66 5552 96 15 80,0
she love this,27 194 49,1
was we like this ?,14 70 96 49 80,0
is she like that ?,34 27 96 15 80,0
was i enjoy that ?,14 5552 1784 15 80,0
does he enjoy that ?,312 16 1784 15 80,0
i enjoy this,5552 1784 49,1
we enjoy it,70 1784 17,1
they are not enjoy this,45 66 21 1784 49,-1
why are i like ?,305 66 5552 96 80,0
what is she love ?,55 34 27 194 80,0
does i like it ?,312 5552 96 17 80,0
they were not enjoy it,45 48 21 1784 17,-1
he does not love that,16 312 21 194 15,-1
they like that,45 96 15,1
she like that,27 96 15,1
they was not love it,45 14 21 194 17,-1
what are we love ?,55 66 70 194 80,0
i does not love it,5552 312 21 194 17,-1
you do not love it,24 81 21 194 17,-1
how were they love ?,110 48 45 194 80,0
how does you love ?,110 312 24 194 80,0
i are not like it,5552 66 21 96 17,-1
she love it,27 194 17,1
how was we love ?,110 14 70 194 80,0
we enjoy this,70 1784 49,1
he were not love that,16 48 21 194 15,-1
we enjoy this,70 1784 49,1
she love it,27 194 17,1
did she love it ?,73 27 194 17 80,0
why does she like ?,305 312 27 96 80,0
i enjoy it,5552 1784 17,1
why do i like ?,305 81 5552 96 80,0
she enjoy that,27 1784 15,1
did they love it ?,73 45 194 17 80,0
we are not like this,70 66 21 96 49,-1
are they like that ?,66 45 96 15 80,0
how were she like ?,110 48 27 96 80,0
is i enjoy it ?,34 5552 1784 17 80,0
did they enjoy it ?,73 45 1784 17 80,0
why were we like ?,305 48 70 96 80,0
she like this,27 96 49,1
he did not enjoy this,16 73 21 1784 49,-1
we was not enjoy that,70 14 21 1784 15,-1
why are they enjoy ?,305 66 45 1784 80,0
why were she love ?,305 48 27 194 80,0
were i like this ?,48 5552 96 49 80,0
why do you love ?,305 81 24 194 80,0
what were they love ?,55 48 45 194 80,0
what does you enjoy ?,55 312 24 1784 80,0
we are not enjoy it,70 66 21 1784 17,-1
you is not enjoy it,24 34 21 1784 17,-1
we are not love this,70 66 21 194 49,-1
he are not enjoy this,16 66 21 1784 49,-1
are you like that ?,66 24 96 15 80,0
does i enjoy it ?,312 5552 1784 17 80,0
why was she enjoy ?,305 14 27 1784 80,0
does they enjoy it ?,312 45 1784 17 80,0
she enjoy it,27 1784 17,1
how were he love ?,110 48 16 194 80,0
he are not love it,16 66 21 194 17,-1
why were they love ?,305 48 45 194 80,0
she enjoy it,27 1784 17,1
he was not love it,16 14 21 194 17,-1
do he love that ?,81 16 194 15 80,0
he were not like this,16 48 21 96 49,-1
does he enjoy that ?,312 16 1784 15 80,0
was i like that ?,14 5552 96 15 80,0
we did not love this,70 73 21 194 49,-1
did he like this ?,73 16 96 49 80,0
was we like that ?,14 70 96 15 80,0
we like that,70 96 15,1
why did they love ?,305 73 45 194 80,0
they enjoy it,45 1784 17,1
she like that,27 96 15,1
how do he like ?,110 81 16 96 80,0
does i love this ?,312 5552 194 49 80,0
they love that,45 194 15,1
i does not like this,5552 312 21 96 49,-1
is you like this ?,34 24 96 49 80,0
does you love this ?,312 24 194 49 80,0
we love it,70 194 17,1
were they like it ?,48 45 96 17 80,0
were they enjoy it ?,48 45 1784 17 80,0
why were we like ?,305 48 70 96 80,0
you was not love this,24 14 21 194 49,-1
she love it,27 194 17,1
why do we love ?,305 81 70 194 80,0
why do she like ?,305 81 27 96 80,0
were we like that ?,48 70 96 15 80,0
what were she enjoy ?,55 48 27 1784 80,0
she like that,27 96 15,1
i are not like that,5552 66 21 96 15,-1
was you like it ?,14 24 96 17 80,0
she did not enjoy that,27 73 21 1784 15,-1
was she love this ?,14 27 194 49 80,0
were we enjoy this ?,48 70 1784 49 80,0
did i enjoy it ?,73 5552 1784 17 80,0
what are you love ?,55 66 24 194 80,0
what did they love ?,55 73 45 194 80,0
they do not like it,45 81 21 96 17,-1
how did we love ?,110 73 70 194 80,0
why does you enjoy ?,305 312 24 1784 80,0
she is not like it,27 34 21 96 17,-1
is he like it ?,34 16 96 17 80,0
you love it,24 194 17,1
are you enjoy it ?,66 24 1784 17 80,0
we enjoy this,70 1784 49,1
what was she love ?,55 14 27 194 80,0
were he like it ?,48 16 96 17 80,0
we did not love that,70 73 21 194 15,-1
do you like that ?,81 24 96 15 80,0
she love this,27 194 49,1
why were i enjoy ?,305 48 5552 1784 80,0
how were you love ?,110 48 24 194 80,0
was he like this ?,14 16 96 49 80,0
was we enjoy that ?,14 70 1784 15 80,0
they enjoy that,45 1784 15,1
she like it,27 96 17,1
she is not enjoy this,27 34 21 1784 49,-1
why were they enjoy ?,305 48 45 1784 80,0
does they enjoy it ?,312 45 1784 17 80,0
we enjoy that,70 1784 15,1
i love this,5552 194 49,1
he are not enjoy that,16 66 21 1784 15,-1
they love it,45 194 17,1
we is not love it,70 34 21 194 17,-1
were i love it ?,48 5552 194 17 80,0
you do not enjoy this,24 81 21 1784 49,-1
they was not love it,45 14 21 194 17,-1
i like that,5552 96 15,1
we enjoy this,70 1784 49,1
they is not like it,45 34 21 96 17,-1
do he like it ?,81 16 96 17 80,0
why is i like ?,305 34 5552 96 80,0
what does i love ?,55 312 5552 194 80,0
you love it,24 194 17,1
i is not love it,5552 34 21 194 17,-1
they do not enjoy that,45 81 21 1784 15,-1
you love this,24 194 49,1
was i love that ?,14 5552 194 15 80,0
was he enjoy this ?,14 16 1784 49 80,0
are they enjoy it ?,66 45 1784 17 80,0
what does they love ?,55 312 45 194 80,0
you love this,24 194 49,1
how do you like ?,110 81 24 96 80,0
we like that,70 96 15,1
she were not enjoy this,27 48 21 1784 49,-1
was they like it ?,14 45 96 17 80,0
does we enjoy this ?,312 70 1784 49 80,0
does they like that ?,312 45 96 15 80,0
she like that,27 96 15,1
why are i like ?,305 66 5552 96 80,0
what do you love ?,55 81 24 194 80,0
are she enjoy that ?,66 27 1784 15 80,0
were i like this ?,48 5552 96 49 80,0
is he love that ?,34 16 194 15 80,0
were they love it ?,48 45 194 17 80,0
do we enjoy that ?,81 70 1784 15 80,0
you enjoy that,24 1784 15,1
does she enjoy it ?,312 27 1784 17 80,0
he love that,16 194 15,1
how does you enjoy ?,110 312 24 1784 80,0
do they like this ?,81 45 96 49 80,0
he like this,16 96 49,1
how did we like ?,110 73 70 96 80,0
they does not enjoy this,45 312 21 1784 49,-1
you is not like it,24 34 21 96 17,-1
he enjoy this,16 1784 49,1
does they enjoy it ?,312 45 1784 17 80,0
we does not enjoy this,70 312 21 1784 49,-1
is they enjoy it ?,34 45 1784 17 80,0
you did not love that,24 73 21 194 15,-1
you did not love that,24 73 21 194 15,-1
do i love that ?,81 5552 194 15 80,0
you is not like it,24 34 21 96 17,-1
we love it,70 194 17,1
we enjoy that,70 1784 15,1
how is you enjoy ?,110 34 24 1784 80,0
i did not enjoy that,5552 73 21 1784 15,-1
we enjoy this,70 1784 49,1
you love this,24 194 49,1
she enjoy that,27 1784 15,1
are she enjoy that ?,66 27 1784 15 80,0
she was not enjoy this,27 14 21 1784 49,-1
does i enjoy this ?,312 5552 1784 49 80,0
why do you like ?,305 81 24 96 80,0
do he love it ?,81 16 194 17 80,0
you does not like that,24 312 21 96 15,-1
why was he love ?,305 14 16 194 80,0
they does not love it,45 312 21 194 17,-1
you love that,24 194 15,1
she love this,27 194 49,1
he love this,16 194 49,1
she were not enjoy this,27 48 21 1784 49,-1
he enjoy it,16 1784 17,1
was she enjoy that ?,14 27 1784 15 80,0
how was he like ?,110 14 16 96 80,0
are you love it ?,66 24 194 17 80,0
you was not love that,24 14 21 194 15,-1
were i love this ?,48 5552 194 49 80,0
is they love that ?,34 45 194 15 80,0
we love it,70 194 17,1
i was not enjoy it,5552 14 21 1784 17,-1
what was we enjoy ?,55 14 70 1784 80,0
were he like this ?,48 16 96 49 80,0
she do not like it,27 81 21 96 17,-1
he does not love it,16 312 21 194 17,-1
are we enjoy this ?,66 70 1784 49 80,0
she are not love this,27 66 21 194 49,-1
how did he like ?,110 73 16 96 80,0
does i enjoy this ?,312 5552 1784 49 80,0
why is i love ?,305 34 5552 194 80,0
were we like it ?,48 70 96 17 80,0
did he like this ?,73 16 96 49 80,0
he was not like this,16 14 21 96 49,-1
what is she love ?,55 34 27 194 80,0
